id,division,summary,likeCount,createdAt
11208,LOCAL,"기숙사,자취생을 위한 생활용품 대여 서비스",0,2026-04-06T07:23:21Z
11185,LOCAL,외국인을 위한 한국 생활 정보 앱입니다,1,2026-04-06T07:20:29Z
11192,LOCAL,지역 농산물 'B급 상품' 큐레이션 정기구독,0,2026-04-06T07:17:11Z
11205,LOCAL,주말마다 다른 테마의 키즈 체험형 놀이 수업 서비스!,0,2026-04-06T07:17:11Z
11184,LOCAL,학생들을 위한 저렴한 배달 음식 서비스입니더,0,2026-04-06T07:16:05Z
11203,LOCAL,하루 스케줄을 어플로 기록해 스케줄 시간마다 알림을 보내는 어플,0,2026-04-06T07:15:29Z
11154,TECH,AI 연동 초미립자안개 분사 및 지속형 항균막 형성 시스템,1,2026-04-06T07:14:00Z
11196,TECH,자동 프로틴 믹스 머신,0,2026-04-06T07:13:57Z
11190,TECH,"스마트폰 없이도 이용 가능한, AI가 전화 통화를 통해 시니어의 정서 상태를 분석하고 보호자에게 리포트와 안전 알림을 제공하는 돌봄 케어 서비스입니다.",1,2026-04-06T07:13:54Z
11198,LOCAL,대학생을 위한 공동구매 기반 생활비 절감 플랫폼,2,2026-04-06T07:13:32Z
11172,TECH,"목소리로 기록하고, AI가 정리하는 앱서비스 ""중장년층을 위한 삶의 이야기 아카이브""",0,2026-04-06T07:12:47Z
11180,TECH,2가지 색상의 립 제품,0,2026-04-06T07:11:13Z
11194,TECH,사람의 건강을 채크해주는 스마트 변기,0,2026-04-06T07:10:14Z
8875,TECH,"AI를 활용한 신체외형 인터넷 웹상 3D아바타 구현, 그것을 바탕으로 아바타에게 소비자가 자유롭게 옷을 입혀보게 하여 패션 아이템 구매를 유도하는 온라인 패션 쇼핑 플랫폼",7,2026-04-06T07:08:47Z
11163,LOCAL,지역의 작은 공실을 활용해 예비 창업자와 1인 브랜드가 저비용으로 오프라인 반응을 실험할 수 있도록 돕는 초소형 팝업 테스트 플랫폼입니다.,0,2026-04-06T07:08:39Z
7350,TECH,소형 점포 사장님을 위한 가격비교·마진 기반 상품소싱 플랫폼,0,2026-04-06T07:05:35Z
11179,LOCAL,밖이나 안 알레르기 강도를 알려주는 도구,0,2026-04-06T07:05:24Z
11178,LOCAL,개인형 맞춤 러닝화 추천 리스트,0,2026-04-06T07:04:25Z
11175,TECH,중소기업 정부R&D 과제의 선정 가능성과 수행 리스크를 사전에 진단하는 구조분석 솔루션,0,2026-04-06T07:04:11Z
9060,TECH,"""착용 순간"" 내 손이 피아노를 연주한가?  내 손가락을 움직여 올바른 연주법을 몸으로 기억하게 해주는 웨어러블 연주가이드(피아노,기타,색소폰)",1,2026-04-06T07:04:10Z
11121,TECH,국내 최초 스마트팜 와사비 기반 '구매전환형 체험' 식문화 브랜드 — Wasabium,0,2026-04-06T07:03:45Z
11164,LOCAL,"강원도 속초를 거점으로 한 온오프라인 귀촌 기술 학교 플랫폼으로, 예비 귀촌인에게 주거, 일자리, 창업 역량을 교육하고 멘토링과 현장 실습을 연계하는 로컬 창업 모델입니다.​",0,2026-04-06T07:03:22Z
10881,TECH,AI 모션캡쳐 기능을 통한 태권도 코칭 프로그램 및 플랫폼,2,2026-04-06T06:58:40Z
8655,TECH,AI·IoT 기반 실시간 모니터링과 자동제어로 양식장 운영 효율을 높이는 스마트양식 설비,0,2026-04-06T06:50:51Z
11119,TECH,"중국산 저가 가전제품의 기능적 한계를 개선하여, 한국형 고품질 제품으로 재설계·국산화하고 글로벌 시장에 수출하는 생활가전 브랜드",0,2026-04-06T06:49:10Z
11157,TECH,도전! 나만의 1인 디저트 카페,0,2026-04-06T06:46:09Z
11138,TECH,"n8n 워크플로우와 최첨단 LLM API를 결합하여, 국내 중소기업의 복잡한 업무 프로세스를 자동화하고 24시간 자율 운영되는 완전 관리형 AI 인프라를 구축하는 서비스입니다.",0,2026-04-06T06:44:49Z
11139,LOCAL,"대구 섬유 원단으로 꽃잎을 만들고, 꽃말로 감정을 전달하는 조화 인테리어 오브제 브랜드입니다.",0,2026-04-06T06:44:46Z
11072,TECH,"아버지께서 20년간 운영하신 빚 50억 스테인레스 공장을 물려받은 27세 딸이, 20년 국내 제조 기술로 만든 프리미엄 스테인리스 주방 브랜드 SMIT입니다.",0,2026-04-06T06:43:04Z
11094,TECH,김치볶음밥을 캠벨스프처럼 세계적인 통조림 식품으로 만들고 싶습니다 이름은 kimboks 입니다,0,2026-04-06T06:40:22Z
11155,TECH,스포츠클래스 매칭 플랫폼 ‘스포링크(SpoLink),1,2026-04-06T06:38:50Z
11020,TECH,"폐분체를 발열펠릿으로 고형화해, 배출 사업장의 처리비 부담을 낮추고 자원순환 가능성을 높이는 공정 솔루션.",0,2026-04-06T06:37:14Z
11068,TECH,"보행 혼란, 도시의 고독, 데이터 공백 — 세 가지 구조적 문제를 바닥의 빛 하나로 동시에 해결하는 스마트 보행 공간 플랫폼",0,2026-04-06T06:35:31Z
11149,TECH,스쿠버 다이빙 친구나 업체 만남,0,2026-04-06T06:35:16Z
11086,TECH,빛과 그림자로 일상을 기록하다: 명암과 분할로 그려가는 라이프 오브제 어플리케이션,0,2026-04-06T06:35:08Z
11019,TECH,도소매 상인을 위한 AI 음성 수발주 플랫폼 - '보이스오더',0,2026-04-06T06:34:41Z
11091,TECH,AI로 쉽고 간단하게 만드는 학생과 선생을 위한 단어/문제 집,0,2026-04-06T06:33:27Z
11118,TECH,방과 후 2시간 케어 센터,1,2026-04-06T06:31:48Z
9633,TECH,양자기술을 누구나 체험하고 배우는 교육·관광 융합형 양자역학 체험 플랫폼 (보이지 않는 양자세계를 누구나 체험하는 미래형 박물관),0,2026-04-06T06:30:47Z
10514,TECH,"한 사람의 가치관, 유머, 사고방식을 평생에 걸쳐 학습하는 AI로, 그 사람이 떠난 뒤에도 미래 세대가 대화하고 존재를 느낄 수 있게 하는 서비스입니다.",0,2026-04-06T06:28:37Z
8626,TECH,차세대 SaaS 기반 AI 치과(기타 중소 병원) 통합 관리 솔루션,0,2026-04-06T06:27:01Z
10966,TECH,AI를 통한 클라이밍 동작 분석 코치,0,2026-04-06T06:20:57Z
11096,TECH,데이터 기반의 제로 재고(Zero-Inventory) 패션 C2M 플랫폼,0,2026-04-06T06:20:50Z
11130,TECH,쓰레기봉투 실명제 도입,0,2026-04-06T06:20:30Z
11087,TECH,"AI가 사용자의 취향을 찾아주고, 매일 3개의 맞춤형 콘텐츠 아이디어와 챌린지를 제공해 자기관리와 퍼스널 브랜딩을 돕는 SNS형 성장 플랫폼",0,2026-04-06T06:18:17Z
11110,TECH,10년 차 디자이너의 노하우를 이식한 소상공인 맞춤형  AI 데이터 브랜딩 진단 솔루션,0,2026-04-06T06:17:27Z
5756,TECH,"탈 플라스틱 가속화를 위한 국산 임업부산물-커피박 기반 천연 신소재  개발, 제품화 및 LCA 기반 탄소 저감 리포팅 ESG 솔루션",2,2026-04-06T06:11:12Z
5802,TECH,lot 음성 인식 기술과 홈캠을 활용한 반려동물 맞춤형 심리 케어 시스템,0,2026-04-06T06:08:22Z
11101,TECH,"“아트와 AI 기술을 결합한 프리미엄 오럴케어 브랜드, 브레온팝으로 일상 속 구강관리를 ‘경험형 뷰티’로 전환하는 도전”",0,2026-04-06T06:07:46Z
11021,TECH,"자체 제작 실사 영상과 디지털 사이니지 시스템을 연동하여, 어느 지점에서나 균일한 하이엔드 운동 경험을 제공하는 시스템 중심의 부티크 피트니스 창업",0,2026-04-06T06:03:40Z
11059,TECH,자영업자들을 위한 SEO최적화 블로그 생성 서비스,0,2026-04-06T06:03:34Z
9191,TECH,현장에서 시니어 맞춤형 양.한방 통합 복약 큐레이션 및 에듀테크 서비스,0,2026-04-06T06:02:12Z
10935,TECH,색채 전문가가 만드는 즐거운 치매예방 색채프로젝트 _ 정상 인지 시니어부터 치매 위험 시니어까지,0,2026-04-06T06:01:54Z
11097,TECH,보이지 않는 불안한 마음을 보이는 안심 마음으로 AI가 감지하고 지켜주는 서비스 [세이프 컷_Safe-Cut),0,2026-04-06T06:01:06Z
11077,TECH,엄마가 만든 앱 아이의 문제해결성을 길러주기 위한 플랫폼 칭찬스티커의 온라인버전,0,2026-04-06T05:55:56Z
5981,TECH,AI 기반으로 반려견 짖음 원인을 분석하고 웨어러블·설치형 디바이스로 맞춤형 피드백을 제공하는 행동개선 솔루션,0,2026-04-06T05:55:17Z
11070,LOCAL,AI가 여행자의 상황과 취향을 분석해 전주 한옥마을 중심의 전주 여행 코스를 실시간으로 맞춤 설계해주는 개인화 가이드 서비스,0,2026-04-06T05:52:18Z
11080,TECH,쇼핑을 편리하게 하는 스마트 카트,1,2026-04-06T05:51:26Z
11078,TECH,"커뮤니티 기반의 채용 서비스로, 기존 채용 플랫폼 대비 450% 이상의 효율을 제공합니다.",1,2026-04-06T05:49:49Z
11079,TECH,방구석에서 넷플릭스 영화 조연으로 데뷔하는 AI 얼굴 대여 플랫폼 '페이스캐스트',0,2026-04-06T05:49:39Z
11076,LOCAL,Waldatelier(발트아틀리에) - 생태 감수성과 아날로그 미술이 만나는 자연 기반 생태 미술 교육 브랜드,0,2026-04-06T05:45:48Z
11073,TECH,디지털 AI 필기 연습장,0,2026-04-06T05:44:41Z
7269,TECH,"한국인 리뷰 말고, 현지인 리뷰만 보고 싶을 때. 국적별 리뷰 필터 여행 지도 앱, Viewby",0,2026-04-06T05:42:48Z
11063,TECH,"연인의 현재 감정을 사진·영상으로 봉인하여 1년~10년 후 자동 발송하는 디지털 타임캡슐 플랫폼으로, 기념일 기반 재구매 자동화와 바이럴 확산 구조를 갖춘 감성형 서비스입니다.",1,2026-04-06T05:35:57Z
11055,TECH,글로벌 핸드메이드 꽃 선물 플랫폼 ‘EverBloom’ 구축,0,2026-04-06T05:34:59Z
10222,TECH,카메라 없는 초저비용 QR 스캔 기반 아파트 지하주차장 내 차 찾기 솔루션,0,2026-04-06T05:32:45Z
11031,TECH,집중이 무너지는 순간을 예측하고 개입하여 도와주는 AI 기반 개인 맞춤형 공부 코치 서비스,0,2026-04-06T05:21:36Z
11045,LOCAL,미취업 쉬었음 청년들을 위한 취업비용 마련 보조앱 개발,0,2026-04-06T05:21:06Z
11024,TECH,"보이지 않는 사각지대 콘센트도 손끝으로 안전하게, 부착형 점자 콘센트 프레임",2,2026-04-06T05:19:37Z
10878,TECH,"""무역 현장에서 바로 쓰는 AI 협상 파트너 — 7개 언어 실시간 통역부터 문화 맞춤 협상 전략, 비즈니스 이메일까지 한 번에, TradeAI""",1,2026-04-06T05:12:59Z
11007,TECH,내 아이 스케쥴표 관리,1,2026-04-06T05:11:22Z
8151,TECH,분산전원 운영을 위한 차세대 제어 솔루션,1,2026-04-06T05:05:38Z
11014,TECH,시니어를 위한 '태양광 발전 및 광고 플랫폼' 스마트 워킹 카트,1,2026-04-06T05:05:35Z
11015,TECH,테스트(조선규) - 이미지 업로드 및 제출현황 페이지 내용 확인용,1,2026-04-06T05:03:09Z
11006,TECH,"주식 초보자를 위해 재무제표를  분석 후 쉬운 개념으로 설명, 시각화하는 투자 분석 어시스턴트",1,2026-04-06T05:01:53Z
10984,TECH,"죽이는 살균을 넘어 '살리는 밸런스'로, 구강 마이크로바이옴의 표준을 바꾸는 무수 바이오 덴탈케어",1,2026-04-06T05:00:24Z
11008,TECH,러닝 페이스 조절 및 러닝 일정 자동 조율 프로그램,0,2026-04-06T04:59:41Z
10967,TECH,퇴원후환자를위한 원격 재활솔루션,0,2026-04-06T04:52:39Z
10991,TECH,"AI 기반 중소기업 채용 사이트 생성 SaaS, 노엑셀 협업 툴, 인플루언서 공구 플랫폼, 자유자재 나만의 운동관리 앱",0,2026-04-06T04:50:48Z
10969,TECH,"무인으로 방문객의 신원을 복합적으로 검증하고, 방문객에게 출입증 배출 하고  업무가 끝나고  출입증을 반납하면 신분증 반환 장비.",0,2026-04-06T04:45:52Z
10965,TECH,극강의 효율 1인 카공족,0,2026-04-06T04:43:04Z
10968,TECH,바쁜 일상에서 하체 운동을 할수 있는 스쿼트 백팩,1,2026-04-06T04:36:32Z
10908,TECH,(특허받은) 반려동물에 특화된 전용앱,0,2026-04-06T04:36:05Z
10084,LOCAL,"모양은 흐트러짐 없이 깔끔하게, 취향대로 골라먹는 나만의 케이크 [Sweet Brick Cake]",0,2026-04-06T04:33:51Z
10845,TECH,노동시장의 빅데이터 분석과 AI 스킬매칭 기술이 적용된 경력 내비게이션 서비스,0,2026-04-06T04:23:32Z
9276,TECH,"사랑하는 고인을 기억하는 모든 분이 함께 사진과 추억을 올려, 빈소 화면에서 실시간으로 완성되어 가는 참여형 추모 영상 서비스입니다.",0,2026-04-06T04:08:21Z
10955,TECH,웨딩플래너? 다음은 출산플래너,0,2026-04-06T04:07:10Z
10854,TECH,초 열전도 후라이팬,0,2026-04-06T04:06:57Z
895,TECH,"사용자가 보유한 태블릿 또는 스마트폰을 전용 케이스에 장착하고, 전면 카메라 기반 헤드 트래킹 앱을 통해 실제 창문처럼 느껴지는 인공 조망을 구현하는 디지털 창문 플랫폼",0,2026-04-06T04:05:44Z
10945,TECH,독립운동가 피규어 제작,0,2026-04-06T04:02:20Z
10944,TECH,고하중 정밀 위치제어 장치,0,2026-04-06T04:02:19Z
10925,LOCAL,"제주의 10대 명소와 대표 상징을 로컬 농산물(말차, 땅콩,감귤 등)로 구현한 프리미엄 아트 디저트, '제주 풍경 한 입' 제작",1,2026-04-06T04:01:19Z
10443,TECH,데이터 기반 AI 연애 매니지먼트 플랫폼,0,2026-04-06T03:43:01Z
10921,TECH,가격 상승률 트래커 : 실물 재화의 가격 변동 데이터를 수집해 최근 상승률이 높은 상품을 순위로 제공하는 플랫폼,0,2026-04-06T03:38:36Z
9923,TECH,농촌 외국인 노동자를 위한 다국어 농약 정보(독성/활용/병충해) 번역기,0,2026-04-06T03:36:26Z
10898,TECH,생성형 AI 기반 초개인화 캐릭터 굿즈 및 행사 물품 제작 서비스,0,2026-04-06T03:09:40Z
10305,TECH,미용/이발 서비스의 소통 문제를 해결하다 : 누구나 고객 맞춤 디자이너가 될 수 있는 헤어 플랫폼.,1,2026-04-06T03:06:58Z
10739,TECH,1인 가구를 위한 간편한 수리 예약과 기록·검증 기반 주거 관리 플랫폼,1,2026-04-06T03:03:10Z
10836,LOCAL,20년 베테랑의 연출 노하우를 이식한 ‘초고효율 AI 기반 유튜브 제작 및 채널 관리 자동화 엔진,0,2026-04-06T03:01:20Z
7243,TECH,반려견 사료 정보 및 알러지 증상 정보를 수집하여 고가의 검사 없이 식이 알러지 원인 분석 및 대체 사료(알러지 프리) 큐레이션 서비스,1,2026-04-06T02:59:53Z
10882,TECH,띠링(Tti-Ring): 위치 기반 띠 캐릭터와 만보기 리워드를 결합한 게이미피케이션 육아 플랫폼,0,2026-04-06T02:50:01Z
10844,TECH,공사장 복토 토양의 초기 식생 정착 실패를 해결하는 산업부산물 기반 스타터 패키지 시스템,0,2026-04-06T02:45:58Z
3268,TECH,강제집행 전 과정 자동화 AI 에이전트 SaaS — 집행권원 해석부터 법원서류 원클릭 제출까지,1,2026-04-06T02:34:29Z
10894,LOCAL,강원 지역 소상공인의 상품을 하나의 키트로 구성해 판매하는 '로컬 체험 키트 구독 서비스',0,2026-04-06T02:32:01Z
10891,TECH,전통 안료의 길을 밝히는 색채 도우미,0,2026-04-06T02:31:31Z
10858,LOCAL,휴대성에 특화된 3단 폴딩 착탈식 개인이동수단 폴드라인(Foldline),1,2026-04-06T02:30:56Z
10885,TECH,인터넷 마켓 유리닦이청소용품입점,0,2026-04-06T02:26:53Z
10870,TECH,"3D 설계 데이터를 기반으로 자재 공급사, 시공사, 고객을 투명하게 연결하는 글로벌 소형 건축 통합 플랫폼 '스카이쉽'",1,2026-04-06T02:24:42Z
10862,LOCAL,"목욕 시간·각질·수질, 세신 업계가 놓친 세 가지 진실로 설계한 의학 기반 바디케어 센터 — 별당(別堂)",0,2026-04-06T02:17:19Z
9200,LOCAL,"연간 1만 명이 방문하는 체류형 숙소를 기반으로, 직접 재배한 고흥 유자를 활용한 체험형 농촌 6차 산업 모델 ""신스 유자LABO""",0,2026-04-06T02:14:43Z
3944,TECH,"AI기반 미술교육 운영 및 자동화 플랫폼, 애니버디",0,2026-04-06T02:14:29Z
10853,LOCAL,쌀가루를 이용한 건강한 베이커리,1,2026-04-06T02:03:39Z
10843,TECH,나만의 식물재배기.,1,2026-04-06T02:03:35Z
10584,LOCAL,"개인의 기억에서 시작해 도시의 시간으로 확장되는 향, ‘덕수’를 통해 서울의 장소를 향으로 기록합니다.",1,2026-04-06T02:01:18Z
10809,TECH,혼자서도할수있다! 셀프건강지키미~탁탁!!,0,2026-04-06T01:59:22Z
10839,TECH,터프팅 공방의 수익·운영·브랜드화를 한번에 잡는 공방 자동화 비즈니스 모델,1,2026-04-06T01:48:17Z
10821,TECH,"스마트폰, 로봇 등의 카메라 모듈에 장착할 수 있는 필름식 전자 조리개",0,2026-04-06T01:40:59Z
10837,TECH,AI 기반 시각장애인 보조 시스템 개발,0,2026-04-06T01:39:16Z
8924,TECH,실내 공기 중 포름알데히드를 줄이면서 불연성과 위생 기능까지 함께 갖춘 공기정화형 수성 도료를 제안합니다.,1,2026-04-06T01:33:14Z
10559,TECH,나의 아마추어축구팀에서 기록하고 경쟁하는 플랫폼,1,2026-04-06T01:27:42Z
10826,LOCAL,규격외 농산물을 고부가가치 가공식품으로 전환해 농가 수익을 창출하는 로컬 기반 식품 사업,0,2026-04-06T01:26:31Z
10784,LOCAL,"중고물품(구매,판매) 적절한 지역순환",0,2026-04-06T01:10:50Z
10820,LOCAL,"“팔리는 구조까지 만들어주는, 지역 소상공인 제품 큐레이션 & 창업 성장 플랫폼”",0,2026-04-06T01:10:17Z
10807,LOCAL,AI 기술을 활용한 1인 게임 개발 수익 모델 구축 및 청소년 창의 교육 확산 프로젝트,3,2026-04-06T00:44:48Z
10445,LOCAL,"취향을 발견할 기회가 없었던 은퇴 전후 60대에게, 개인 성향에 맞는 지역 공공문화 프로그램을 찾아 연결해주는 서비스",1,2026-04-06T00:44:31Z
10799,TECH,내 피부를 분석하고 맞춤으로 관리까지 해주는 스마트 스킨케어 시스템,1,2026-04-06T00:22:24Z
10801,TECH,AI 기반으로 개인의 피부 타입과 취향을 분석해 최적의 화장품을 추천하고 매칭해주는 맞춤형 뷰티 플랫폼 “코스매치”,1,2026-04-06T00:17:47Z
10798,TECH,실용적인 환경 쓰레기통,1,2026-04-06T00:15:14Z
10800,TECH,불친정한 매장을 없애고 평등한 매장을 만들자,1,2026-04-06T00:13:42Z
10797,TECH,전국버스 친절 기사앱,3,2026-04-06T00:09:50Z
3409,TECH,"계산을 넘어 직관으로, 개인별 맞춤형 학습을 통한 기초계산력 완성 학습 프로그램",0,2026-04-06T00:02:56Z
10781,LOCAL,인간 소라게! 전국 도시 살아보기!,0,2026-04-05T23:45:24Z
10782,LOCAL,초고령 사회 간병 인력 부족을 해결하는 국내 최초 간병인 전문 교육·취업 연계 아카데미,0,2026-04-05T22:59:16Z
10783,TECH,소상공인의 성장을 돕는 실무형 웹에이전시를 지원하고 싶습니다.,0,2026-04-05T22:54:48Z
10779,TECH,"RC카(엔진용,모터용)종합(오프로드용,온로드용)종합경기장및판매점",1,2026-04-05T22:38:42Z
10319,TECH,수평 회전식 카로셀(릴레이 트랙 구조 설계),0,2026-04-05T22:19:09Z
10322,TECH,초정밀 외장 GPS와 모바일앱을 이용한 시각장애인 독립 보행 플랫폼 (Personal Mobile Seeing Eye Dog),1,2026-04-05T22:18:22Z
10773,LOCAL,"생산자, 판매자와 구매자의 동시 기부가 가능한 문화 만들기~",0,2026-04-05T21:58:51Z
10776,TECH,손글씨 한 장으로 보는 나의 성격과 성공 잠재력 분석💵,2,2026-04-05T21:21:18Z
10772,TECH,관람차형 적층 수력 터빈,1,2026-04-05T20:52:13Z
10767,LOCAL,여행 고민 걱정 끝!,1,2026-04-05T20:04:05Z
10768,TECH,유연 근무 매칭 플랫폼,1,2026-04-05T19:57:08Z
10766,TECH,큐레이션 AI 여러 인공지능의 장점만을 골라서 큐레이션 후 제공,0,2026-04-05T19:09:15Z
10743,LOCAL,지금까지 이런찐빵은 없었다,1,2026-04-05T18:09:34Z
10750,TECH,"평등한 사진 실현, 누구나 저렴한 비용으로 고품질 사진을 기록할 수 있는 AI 기반 자동화 스튜디오",0,2026-04-05T18:07:59Z
10753,LOCAL,21c만물상회 -생성형 AI와 모빌리티를 결합한 ‘찾아가는 로컬 스마트팩토리,0,2026-04-05T18:06:27Z
10747,LOCAL,도전 나만의 1인 이자카야,0,2026-04-05T17:05:33Z
10740,TECH,AI와 모바일 시스팀을 활용한 스마트 푸드트럭 서브스입니다.,0,2026-04-05T16:49:21Z
10738,TECH,미래세대에게 희망을 주는 금융교육,0,2026-04-05T16:37:50Z
7563,TECH,대량 구매한 식품을 이웃과 소분해 나누는 공동 구매 공유 플랫폼,0,2026-04-05T16:32:53Z
10735,TECH,공공 마이데이터 AI 매칭으로 불법 브로커를 퇴출하는 정책자금 직거래 플랫폼,0,2026-04-05T15:53:13Z
2997,TECH,사전 사후 관리 가능한 전기 공사 시공방법과 새로운 차단기 분전함,0,2026-04-05T15:36:56Z
10605,TECH,국가·산업별 주요 이벤트 예측을 위한 AI 센서 네트워크 시스템 구축,0,2026-04-05T15:28:18Z
10724,TECH,"소상공인이 소상공인 문제를 해결한다! — 30만 오픈마켓 판매자의 '모르는 적자', AI 에이전트로 해결한다!",0,2026-04-05T15:19:45Z
10727,TECH,심야보일러를 주간보일러로!!,0,2026-04-05T15:08:20Z
10726,TECH,노인 사회 취약계층 에게 일자리를!,0,2026-04-05T15:05:54Z
10717,LOCAL,제주도 특산물 티셔츠 스튜디오,0,2026-04-05T15:00:23Z
10592,LOCAL,"신뢰 기반 서비스 결합과 로컬 체험을 하나의 플랫폼으로 통합한 광주전남 공정관광 통합 플랫폼 "" 로컬 트러스트 투어 """,0,2026-04-05T14:59:35Z
10723,TECH,"투자 전략을 만들고 팔고, 매일 참여만으로 수익을 나누는 국내 최초 투자 크리에이터 플랫폼",0,2026-04-05T14:58:22Z
10686,TECH,"고무장갑 입구를 원형으로 고정하여, 혁신적인 탈착 편의성과 위생적인 건조 환경을 제공하는 '이지 서포터 링'",0,2026-04-05T14:54:40Z
10719,TECH,굿즈 갓챠 커뮤니티 어플,0,2026-04-05T14:47:33Z
10616,TECH,포맷팅 지옥은 끝났습니다. 120만 공공/학술 실무자의 문서 유지보수 시간을 90% 단축하는 HWP계의 코파일럿(Copliot).,0,2026-04-05T14:39:37Z
9826,TECH,"현직 트레이너가 만든, 1인 피트니스 창업의 모든 과정을 AI로 자동화하는 플랫폼",0,2026-04-05T14:34:05Z
5222,TECH,AI가 부동산 매물과 계약서를 분석하여 사기 위험과 적정성을 판단해주는 부동산 안전 의사결정 서비스,0,2026-04-05T14:30:56Z
10701,LOCAL,프리미엄 숙성한우전문점,0,2026-04-05T14:30:48Z
10691,TECH,한국 내 장기 체류 외국인을 위한 생필품 공동구매 플랫폼,1,2026-04-05T14:28:06Z
10698,LOCAL,24시간 무인시스템을 갖춘 명품가방 수선소,0,2026-04-05T14:21:44Z
10707,TECH,구강 건강 관리 구독서비스,0,2026-04-05T14:20:58Z
10696,TECH,도로가 아닌 공중으로,0,2026-04-05T14:19:02Z
1723,TECH,"폐쇄망 환경에서 OSS sLLM,RAG기술이 적용된 침해사고 사전 대응 기능의 보안서비스",0,2026-04-05T14:09:12Z
10685,TECH,절제와 고요의 미학으로 몸을 완성하는 퍼스널 헬스케어,0,2026-04-05T14:03:12Z
9406,TECH,"인구소멸지역, 대중교통 취약지역 및 면허반납 고령자를 비롯한 교통약자에게 안전한 발을 제공하자",1,2026-04-05T14:02:05Z
10676,TECH,"AI 기반 영상 자동 생성 프로그램, 썸머리팩토리(SummaryFactory) : 텍스트·이미지를 입력하면 AI가 영상을 자동으로 생성해 주는 프로그램.",0,2026-04-05T13:58:42Z
10652,TECH,해외 진출 기업과 IP 사무소를 위한 국가별 지식재산권 연차료 자동관리 및 글로벌 법무 전문가 매칭 플랫폼,42,2026-04-05T13:46:34Z
10654,TECH,AI기반 전시회 토탈 B2B 매칭 · 기업신용평가 플랫폼 'ExpoBizLink',0,2026-04-05T13:18:45Z
10671,TECH,주의해야할 약관과 조항 잘 알고계십니까. AI가 알려드리겠습니다,1,2026-04-05T13:04:15Z
10630,TECH,"KeepBrief - AI가 흩어진 자료를 자동으로 요약부터 분류, 저장까지 해주는 개인 지식 아카이브 앱",0,2026-04-05T13:01:47Z
4401,TECH,글로벌 타겟 MMA 온라인 에듀테크,0,2026-04-05T13:00:54Z
10670,TECH,"플랫폼 배달라이더의 상권 재집결 대기 수요를 즉시 소비로 전환하는 무인 리테일 거점 , 콜스팟(CallSpot)",0,2026-04-05T12:57:56Z
10669,LOCAL,문화센터 정보 통합으로 수요자와 공급자 연결을 통해 시장 파이를 키운다,0,2026-04-05T12:42:31Z
10409,TECH,"부모님의 일상 대화를 AI가 분석하여 치매, 우울증, 신체 건강 이상 징후를 조기에 발견하고 자녀에게 리포트하는 AI 음성 분석 솔루션",0,2026-04-05T12:39:13Z
10650,TECH,혼자서는 이루기 쉽지않는 모든이들에게 서로를 연결해주는 연결고리를 만들어주고 싶습니다. 모두의 관심고리 사이드프로젝트 이어주는 플랫폼 형성,1,2026-04-05T12:18:27Z
6319,TECH,"""집중은 의지가 아니라 환경입니다. 스터디 카페의 몰입감을 집안에 3분 만에 구현하는 프리미엄 공간 구독 서비스""",0,2026-04-05T12:13:28Z
10646,TECH,블록체인 기반 스마트 컨트랙을 이용한 AI 스마트 부동산 거래. 부담되는 중개수수료 절감과 전세사기 및 악성 임대인 인차인을 거를수 있는 KYC 기반 인증 플랫폼,0,2026-04-05T11:55:25Z
10644,TECH,고령화사회 무엇이든 해결해주는 아들딸이 되겠습니다,0,2026-04-05T11:45:21Z
10608,TECH,"고속도로 위 평균 2명 이하가 탑승하는 하루 교통량 백만대의 승용차, 낭비를 생산으로 전환",0,2026-04-05T11:44:51Z
10638,TECH,나만의 카 퍼스널 컬러를 위한 시스템! 내 차를 위한 퍼스널 컬러가 자동으로!,0,2026-04-05T11:41:37Z
10639,TECH,탐정판 : 탐정 및 민간조사원을 위한 전문 커뮤니티 플랫폼,0,2026-04-05T11:34:35Z
10589,TECH,오픈소스 기반 통합 모니터링으로 기업 IT 운영 비용을 절감하는 솔루션,0,2026-04-05T11:30:32Z
10612,TECH,어디로 갈까? 목적지만 정하면 언제 어디든!,0,2026-04-05T11:23:40Z
10620,TECH,늘어나는 외국인관광객! 그들을 위한 퍼스널 AI 여행가이드가 되어드리겠습니다,0,2026-04-05T11:15:12Z
10617,TECH,가상 트랙을 기반으로 다양한 미션을 수행하며 사용자 간 경쟁과 참여를 유도하는 러닝 커뮤니티 ‘런크러쉬’,0,2026-04-05T11:00:37Z
10615,TECH,주변 카페를 이용한 소박하고 행복한 결혼식,3,2026-04-05T10:50:57Z
4024,TECH,"[한의사 개발] 말초 순환 저하로 잠 못 드는 밤, 8시간 지속 방출 파이토-더마 마이크로니들 패치",1,2026-04-05T10:41:50Z
10614,TECH,"'냉장고 깊숙이 방치된 식재료, 또 버려야 하나 고민인가요?' 결제 데이터가 알려주는 '냉장고 신선도 어플'",0,2026-04-05T10:30:06Z
10604,TECH,AI와 함께 성장하는 아이들의 디지털 동화,0,2026-04-05T10:15:47Z
8889,TECH,"스마트폰을 내려놓게 만드는, 전통 윷놀이를 현대적으로 재해석한 ‘현재를 선물하는’ 경험 콘텐츠",1,2026-04-05T10:12:17Z
10597,TECH,AI와 아날로그를 결합해 관계 및 상황에 맞는 마음과 일상을 기록·전달·보관하는 감성 커뮤니케이션 서비스,0,2026-04-05T09:38:29Z
