id,division,summary,likeCount,s1,s2,s3,total,rationale
12027,TECH,AI가 키워드 하나로 유튜브 영상 전 과정을 자동 완성하는 1인 크리에이터를 위한 영상 자동화 솔루션,0,7,7,7,21,"유튜브 자동완성 솔루션, 경쟁 치열"
11884,TECH,자원재활용의 혁명 ㅡ 분리수거시  누구나 손쉽게  제거할 수 있는 라벨 제작,0,7,6,6,19,"쉽게 제거되는 라벨, 친환경 틈새"
11126,TECH,고등영어 내신 교재를 웹에서 편집하고 PDF로 다운받아 출력하는 에디터,0,7,6,6,19,"고등영어 내신 교재 에디터, 틈새"
11929,TECH,'빈집(vinzip)플랫폼' 160만 개의 공간이 당신을 기다리고 있다,0,7,7,7,21,"빈집 플랫폼, 레드오션 공간"
11997,TECH,곰팡이를 키울 수 있는 키트,0,2,2,2,6,"곰팡이 키트, 수요 없음"
12014,TECH,가만히 있어도 책이 자동으로,0,2,3,2,7,"자동 책 읽기, 모호"
11991,TECH,외국인 대상 K생활 도우미 구독 서비스,0,4,4,6,14,"외국인 K생활 구독, 레드오션"
11942,TECH,반려조 전용 헬스케어 솔루션,0,5,5,5,15,"반려조 헬스케어, 매우 니치"
12011,TECH,1회용 캡슐 벙커 입니다,1,3,3,3,9,"1회용 캡슐 벙커, 모호"
12009,TECH,날씨에 따라 입을 옷을 정해주는 AI앱,0,3,3,3,9,"날씨 옷 추천 AI, 레드오션"
11992,TECH,내 휴대폰 점검 테스트기,0,3,3,3,9,"휴대폰 점검 테스트기, 기존 존재"
11981,TECH,어린애들을 위한 분리수거 구별 서비스,0,3,3,3,9,"분리수거 구별 서비스, 단순"
11986,TECH,사진 하나로 편리한 안경 배달,0,4,5,5,14,"사진 안경 배달, 차별성 약함"
11980,TECH,고교학점 과목 추천서비스,0,3,3,3,9,"고교학점 과목추천, 기존 존재"
11898,TECH,"열심히 일한 당신 잘 놀아라~ 근데 취미가 뭐에요? 지금하고 계신 취미는 어떻게 시작하셨나요? 이제 AI가 당신의 취미 선택을 도와 드립니다.  취미를 추천하고, 바로 경험까지.",0,4,5,6,15,"AI 취미 추천, 레드오션"
12001,TECH,하루 헤어.메이크업.코디 추천,0,3,3,3,9,"헤어 메이크업 추천, 레드오션"
11999,TECH,"나의 체형,가격에 맞는 옷을 자동으로 추천해주는 앱",0,4,5,6,15,"체형 가격 옷추천 앱, 레드오션"
12007,TECH,식당에서 서빙뿐만 아니라 식기 수거까지 가능한 로봇 아이템,0,7,6,7,20,"식기수거 서빙 로봇, 기존 존재"
12000,TECH,공부법 추천 서비스,0,3,3,3,9,"공부법 추천, 단순"
11984,TECH,내 취향 작품 추천받기,0,3,3,3,9,"취향 작품 추천, 레드오션"
11983,TECH,키오스크 적응 솔루션,0,7,6,6,19,"키오스크 적응 솔루션, 사회적 니즈"
12005,TECH,조준선 설치 프로그램,0,2,3,3,8,"조준선 설치, 모호"
12003,TECH,게임 도중 상대방의 전적과 이름등을 알 수 있는 사이트,0,4,4,6,14,"게임 상대 전적 사이트, 기존 존재"
11990,TECH,내 얼굴에 맞는 머리스타일 찾기,0,3,3,3,9,"얼굴 머리스타일, 레드오션"
11994,TECH,핸드폰에 있는 앱을 설명해주는 시스템,0,3,3,3,9,"앱 설명 시스템, 단순"
11993,TECH,도착 시간을 입력하면 AI가 출발 시각부터 환승까지 자동으로 안내해 지각과 이동 스트레스를 줄여주는 대중교통 네비게이션 서비스,1,4,4,6,14,"도착시간 네비게이션, 기존 존재"
11989,TECH,마음만 먹으면 너도 운동선수!,0,2,3,3,8,"마음먹고 운동선수, 모호"
1514,TECH,""" 놓치기 쉬운 보안, 시작은 산업보안 유치원에서"" - 1인 및 초기 창업자를 위한 '산업보안 유치원 입학 자가진단' 기반의 단계별 산업보안 예방 관리 솔루션-",0,7,6,7,20,"초기창업자 산업보안 자가진단, 틈새"
11866,TECH,"호르몬 노예가 아닌 내 몸의 주인이 되는 시간, 그날의 기분까지 고려한 맞춤 운동으로 무너지지 않는 컨디션을 선사합니다.",0,7,7,7,21,"호르몬 기반 운동 컨디션, 틈새 명확"
11938,TECH,"1+1=∞, 가변적 에너지 로직 기반의 차세대 시너지 OS: B2S 플랫폼",1,2,3,3,8,"가변 에너지 시너지 OS, 추상"
11875,TECH,"SNS 기반 모두가 만드는 실시간 로드뷰, 나플(NOW PLACE)",1,7,7,7,21,SNS 실시간 로드뷰 NOW PLACE
11950,TECH,생성형 AI와 실제 촬영을 결합한 광고/홍보 영상 제작 사업,0,6,6,7,19,"생성AI 광고영상 제작, 레드오션"
11952,TECH,AI 멀티탭 입니다. 평상시보다 만약 온도가 올라간다거나 또는 흐르는 전류의 양이 올라가면 스스로 판단하여 전류를 차단하는 역할을 합니다.,1,7,7,7,21,"AI 멀티탭 자동 차단, 기존 존재"
11910,TECH,뚝딱! AI로 만드는 3D 협업 스튜디오,0,8,8,8,24,"AI 3D 협업 스튜디오, 경쟁 치열"
11935,TECH,"SNS 속 사진, 영상 촬영 장소 찾기 플랫폼!",0,3,3,3,9,"촬영 장소 찾기, 기존 존재"
11895,TECH,"STT 기반 간호 행정 자동화 및 다학제간 데이터 연계 스마트 방문케어 SaaS 솔루션, 케이음(Care-ium)",1,8,8,8,24,"STT 간호행정 방문케어 SaaS, 명확"
11933,TECH,개인 맞춤 AI 면접 도우미 면접핏,0,6,6,7,19,"AI 면접 도우미, 경쟁 치열"
9114,TECH,Black TiO(2-x) 기반 산업별 맞춤 코팅용 핵심 소재 상용화,0,9,8,8,25,"Black TiO2 소재 상용화, 딥테크"
11927,TECH,"상상하는 느낌을 말로 하면 나만의 예술적 사진 필터가 되는 AI 카메라 플랫폼, Mint",0,7,5,7,19,상상 필터 AI 카메라 Mint
11924,TECH,모두에게 평등한 진동 다이빙대,0,3,3,3,9,"평등 진동 다이빙대, 모호"
11900,TECH,슈퍼캡을 이용한 배전선로 에너지 하베스팅 및 전력저장 판매 사업,0,8,7,7,22,"슈퍼캡 배전 에너지 하베스팅, 기술"
11829,TECH,얼굴 사진 한 장으로 찾는 퍼스널컬러와 어울리는 옷 코디해주는 AI 앱,4,4,5,6,15,"퍼스널컬러 코디 AI, 레드오션"
11902,TECH,열반사 원사로 만든 폭염 그늘막,0,7,6,6,19,"열반사 원사 폭염 그늘막, 소재"
8167,TECH,초친수 방막코팅한 재사용형 미세 유막 제거기,0,8,7,7,22,"초친수 미세유막 제거기, 기술 틈새"
9799,TECH,세제 없이 닦을 수 있는 초친수성 방막 코팅 텀블러,0,7,6,7,20,"초친수 방막 텀블러, 소재 제품"
5431,TECH,회복탄력성 연수원(VR),0,4,5,5,14,"VR 회복탄력성 연수원, 좁음"
11888,TECH,코로나도 예방하는 면역력키워주는 건강기능식품,0,2,3,3,8,"코로나 면역 건기식, 차별성 없음"
11903,TECH,생태계 교란종 가시상추를 활용한 친환경 가뭄 예방 비료,0,7,5,6,18,"가시상추 가뭄 예방 비료, 니치"
5776,TECH,보호자의 심리적 돌봄 부담을 낮추는 스마트폰 연동 비접촉 부모님 케어 솔루션,0,7,6,7,20,"비접촉 부모님 케어, 레드오션"
11916,TECH,주식 호가창과 마이데이터 검증을 결합한 수수료 제로의 아파트 직거래 및 AI 매칭 플랫폼입니다.,0,8,7,7,22,"아파트 직거래 호가창 AI, 규제 리스크"
11628,TECH,위치정보 기반의 증강현실(AR)을 활용한 마케팅 콘텐츠 플랫폼 사업 기획,0,4,4,6,14,"위치 AR 마케팅 플랫폼, 레드오션"
11904,TECH,"AI가 서비스 아이디어를 분석해 기능 정의, 사용자 흐름, UX 구조까지 자동으로 설계해 주는 AI 기반 서비스 기획 자동화 플랫폼",0,7,7,8,22,"AI 서비스 기획 자동화 플랫폼, 경쟁"
11858,TECH,대학가 전공 서적 및 수험서 '순환 공유 센터',0,4,4,6,14,"전공서적 순환공유 센터, 좁은 시장"
5659,TECH,"""닦지 말고 '앙' 하세요. 구강 구조 자동 피팅 기술로 완성한 전 세대 맞춤형 핸즈프리 칫솔, 앙브러쉬""",2,8,7,7,22,자동피팅 핸즈프리 칫솔 앙브러쉬
11823,TECH,출산 후 아이의 성장과 함께하는 육아 라이프사이클 렌탈 플랫폼,0,7,7,6,20,"육아 라이프사이클 렌탈, 레드오션"
11803,TECH,"해외여행갈때마다 구매하는 esim 카드 일자별,용량별 파는곳도 참 많쵸? 한눈에 비교할수있는 플랫폼 입니다.",0,7,7,6,20,"eSIM 비교 플랫폼, 틈새 가격비교"
11756,TECH,AI 기반 영상 메타데이터 분석 엔진과 자체 개발 SEO 스코어링 알고리즘으로 유튜브 영상을 자동 최적화하는 SaaS 플랫폼,1,8,8,8,24,"유튜브 SEO AI 자동화 SaaS, 경쟁"
11881,TECH,내 몸에수 분도를 책임지는내 몸속 수분췍,0,3,3,3,9,"수분도 체크, 모호"
11877,TECH,직접 카빙해서 만드는 은 오브제,0,1,2,2,5,"은 카빙 공방, 기술창업 아님"
11865,TECH,잘못된 자세를 바르게 잡아주는 스마트 방석,0,4,4,6,14,"자세 교정 스마트 방석, 기존 존재"
11860,TECH,"분리수거, 텀블러 사용 사진 인증 후 캐시로 친환경 상품과 로컬푸드를 살수있는 앱,",0,3,3,3,9,"친환경 인증 리워드 앱, 레드오션"
11852,TECH,지역 맛집을 찾아주는 기능,0,2,3,3,8,"지역맛집 찾기, 레드오션"
11839,TECH,버스정류장에 버스 위치를 알려주는 화면,0,3,3,3,9,"버스 위치 화면, 기존 존재"
11536,TECH,AI 기반 네일 제품 생산 자동화 플랫폼 개발 및 스포츠 셀럽 IP 활용 네일 브랜드 개발,0,7,7,7,21,"AI 네일 자동화 스포츠 IP, 복합"
11848,TECH,부위마다 안마 해주는 벨트(찍찍이),0,3,3,3,9,"안마 벨트 찍찍이, 단순"
11842,TECH,내 업무 습관을 분석하여 성장을 돕는 1인칭 코치 ai,0,6,6,7,19,"AI 업무습관 1인칭 코치, 경쟁"
11863,TECH,"수면 관리, 공부 시간 관리앱",0,3,3,3,9,"수면 공부 관리앱, 레드오션"
11813,TECH,우리 동네에서 유기·실종 동물을 가장 빠르게 발견하고 구조·입양까지 연결하는 '위치 기반 실시간 유기·실종 동물 구조 및 임시보호·입양 매칭 플랫폼',1,7,6,6,19,"실시간 유기동물 구조 매칭, 좁은 수익"
11864,TECH,미래 후회 예측 앱,0,2,3,3,8,"미래 후회 예측 앱, 모호"
11840,TECH,"사용자의 체형과 추구미, 퍼스널 컬러에 맞는 옷과 화장품, 화장법을 추천하고 T.P.O에 맞는 옷까지 제안해주는 앱 서비스이다.",0,4,4,6,14,"TPO 옷 추천 앱, 레드오션"
11854,TECH,푸드트럭과 같은 위치가 일정치 않은 음식점을 알려주는 어플,0,3,3,3,9,"푸드트럭 위치 앱, 니치"
11847,TECH,대형 마트 카트에 앉을 수 있는 의자 설치,0,3,3,3,9,"마트카트 의자, 단순"
11832,TECH,움직이는 모든 물체를 지구 자기장으로 충전하기,0,2,2,2,6,"지구자기장 충전, 비현실"
11782,TECH,통합 ai검색 플랫폼,0,4,5,6,15,"통합 AI 검색, 레드오션"
11824,TECH,빵과 커피카페와의 만남,0,1,3,2,6,"빵 커피카페, 기술창업 아님"
11811,TECH,ai 를 활용하여 개인이 '기획-디자인-개발-런칭' 가능한 통합 sw 스튜디오,0,6,6,8,20,"개인 통합 SW 스튜디오 AI, 경쟁 치열"
11740,TECH,우분(소똥)열가스화 발전기,0,7,6,6,19,"우분 가스화 발전기, 니치 B2B"
11790,TECH,"빠르게 변화하는 디지털 시대에서 소외된 시니어들을 위한 시니어 마켓, 시니어 헬퍼",0,6,6,6,18,"시니어 마켓 헬퍼, 레드오션"
11817,TECH,리듬게임에서 다른 사람의 리플레이를 볼 수 있는 기능(관전 기능 X),0,2,3,3,8,"리듬게임 리플레이 기능, 매우 니치"
11795,TECH,소심한 사람들을 위한 고깃집을 갔을 때 키오스크로 필요사항을 제출할 수 있는 거,0,3,3,3,9,"고깃집 소심 키오스크, 단순"
11798,TECH,"ai를 통한 이미지나 영상 제작이 가능한 프로그램 제작, 이를 통해 인스타툰, 기업 상품 홍보용 영상 제작 등 다양하게 sns에 활용할 수 있도록 해주는 ai 어시던트",0,6,6,7,19,"AI 이미지영상 SNS 어시, 레드오션"
11784,TECH,가상현실과 함께하는 나만의 헬스장 메이트! 가상현실의 캐릭터가 보여주는 시범을 통해 운동기구 사용법을 익히고 나의 동작에 점수를 매겨 운동 효율성을 높이는 초보자를 위한 도구,0,7,6,7,20,"VR 헬스장 메이트, 경쟁 심함"
11778,TECH,음식의 유통기한이 지나면 바로 나타나는 앱,0,3,4,3,10,"유통기한 알림 앱, 차별성 약함, 기존 앱 다수"
11804,TECH,"당뇨 환자에게 유익한 저염,저당 육포 d2c 사업",0,4,5,4,13,"저염저당 육포 D2C, 니치 시장 있으나 기술 해자 약함"
11805,TECH,폭염 속 나만의 이동식 냉각 솔루션,0,3,4,3,10,"이동식 냉각, 기술 구체성 부족, 경쟁 포화"
11773,TECH,케이블  수리 키트,0,2,3,2,7,"케이블 수리 키트, 범용 제품, 차별성 전무"
11800,TECH,쉽고 빠르게 수익 만드는 아이디어 플랫폼,0,2,2,2,6,"모호한 수익 아이디어 플랫폼, 구체성 없음"
11796,TECH,대학생 맞춤 소비·저축 통합 경제 코치,0,4,5,4,13,"대학생 경제코치, 타겟 명확하나 WTP 약함"
11743,TECH,"띵동! 5,000원이 이땡철님으로 부터 서민과 함께 하는 서민은행에 입금 되었습니다.",0,2,2,2,6,"기부 알림 개념 불명확, 사업성 모호"
11746,TECH,파이프라인 기반의 바이브코딩 도구,0,5,5,5,15,"바이브코딩 도구, 레드오션, 차별점 불명"
11799,TECH,실험실 규정을 쉽게 배우는 GMP 화학 앱,0,4,4,4,12,"GMP 화학앱 니치 교육, 시장 협소"
11792,TECH,"""우리 집 말티즈의 무릎을, 딱 맞는 바닥부터 지킨다""",0,3,4,3,10,"강아지 무릎용 바닥재, 니치 반려동물"
11758,TECH,도전! 나만의 1인 카페,0,2,3,2,7,"1인 카페, 기술요소 없음, 포화시장"
11787,TECH,복잡한 기기 없이 UV 램프 하나로 현장에서 즉시 확인하는 고감도 중금속 탐지 키트,1,7,6,6,19,"UV램프 중금속 탐지키트, 기술차별성 있음"
11777,TECH,나만의 1인 브런치 카페,0,2,3,2,7,"1인 브런치카페, 기술성 전무"
11775,TECH,지금 들어가지 않으면 다시 찾을 수 없는 반찬집,0,2,3,2,7,"반찬집 희소성 마케팅, 기술요소 없음"
11785,TECH,중금속 걱정 없는 휴대형 식수 솔루션,0,5,5,5,15,"휴대형 식수 중금속 솔루션, 구체성 부족"
11760,TECH,드라이브스루 샌드위치카페,0,2,3,2,7,"드라이브스루 샌드위치, 기술성 없음"
11768,TECH,도전! 나의 1인용 독서실,0,2,2,2,6,"1인 독서실, 포화시장, 차별성 없음"
11764,TECH,배달이되는 패스트푸드 오마카세,0,3,3,2,8,"배달 오마카세, 컨셉만 있고 구조 부족"
11759,TECH,사람을 고용하여 고용주가 어떤 사람이 한국인인지 아닌지 감별해주는 일,0,1,1,1,3,"한국인 감별 인력 서비스, 사업성·윤리 문제"
11779,TECH,내 피부를 이해하는 맞춤형 화장품 플랫폼,0,4,5,5,14,"맞춤 화장품 플랫폼, 경쟁 포화"
11656,TECH,오늘 당신의 무드에 머무는 퍼스널 전시 큐레이션,1,4,3,3,10,"퍼스널 전시 큐레이션, WTP 약함"
11754,TECH,로봇 기술을 활용해 쉽고 빠르게 배달 업무를 한다,0,5,5,5,15,"배달 로봇, 기술 진입장벽 높음, 추상적"
11741,TECH,"AI 시대 재택수익의 모든 것 — Data Annotation부터 Mercor까지, 집에서 돈 버는 플랫폼 정보를 한곳에서",0,3,4,4,11,"재택수익 정보 포털, 차별성 약함"
5772,TECH,"[OGAM5 AI 공공형 감정케어 플랫폼]OGAM5 AI는 오감기반 AI기술을 활용하여 국민의 스트레스,불안,우울 등 정서 문제 5분내 완화 감정회복 서비스입니다.",0,5,5,5,15,"오감기반 AI 감정케어, 버즈워드 많음"
3051,TECH,"찾기 어려운 전문가, 더 쉽고 정확하게 연결하는 플랫폼",0,4,5,5,14,"전문가 매칭 플랫폼, 기존 서비스 다수"
11747,TECH,"누구나 채팅 한 줄로 AI 에이전트를 만들 수 있는, 결정론적 AI 에이전트 설계·실행 플랫폼",0,6,6,7,19,"결정론적 AI 에이전트 설계 플랫폼, 경쟁 치열"
11745,TECH,"도심 인도어 골프 연습장에서도 실제 필드와 동일한 타격감을 경험할 수 있도록, 모듈형 천연잔디를 설치하고 정기적으로 교체·관리해주는 서비스",0,4,5,4,13,"인도어 골프 모듈형 잔디, 니치 B2B"
11731,TECH,"AI 리포트를 읽고 실제 이벤트를 예측하면서 자연스럽게 데이터 문해력이 향상되는 게이미피케이션 에듀테크 플랫폼 ""다알(DA-AL)""",0,6,5,6,17,"데이터문해력 게이미피케이션, 차별점 있음"
11706,TECH,같은 예산으로 가장 후회하지 않는 아파트 선택을 돕는 AI 서비스,0,5,6,5,16,"아파트 선택 AI, 비슷한 서비스 존재"
11713,TECH,손실량과 원재료 절감에 도움을 주는 소스통,0,3,4,3,10,"원재료 절감 소스통, 단순 도구"
9095,TECH,부산 부동산 데이터를 정량적으로 분석하여 현명한 아파트 매매 결정을 돕는 부산 특화     부동산 분석 플랫폼입니다.,0,5,6,4,15,"부산 부동산 분석 플랫폼, 지역 한정"
11686,TECH,"액체질소 급속 동결과 수직 피스톤 압착 기술을 활용해, 단 5분 만에 커피 고유의 향미를 4배 이상 농축해내는 카페용 초소형 동결 농축 시스템입니다",1,8,6,6,20,"액체질소 커피 농축 기술, 기술 차별성 우수"
11679,TECH,나만을 위한 전략으로 나혼자만 통장잔고 UP!,0,2,3,2,7,"투자 전략 마케팅 카피, 구체성 없음"
11646,TECH,"AI 정밀 진단부터 라이브 수업, 학습 습관 관리까지 한 번에 완성하는 통합 온라인 학원 플랫폼",0,4,5,5,14,"통합 온라인 학원, 에듀테크 레드오션"
11664,TECH,퍼리 콘텐츠 및 메이커 제작 사업화,0,3,3,3,9,"퍼리 콘텐츠 사업화, 니치 커뮤니티"
5448,TECH,AI 기반 통역 및 한국 문화 체험 서비스 패키지,0,4,4,5,13,"AI 통역+문화체험, 차별성 약함"
11673,TECH,1인 가구 반려동물 보호자를 위한 '안심 외출 케어',0,4,5,4,13,"1인가구 반려동물 외출케어, 니치"
11670,TECH,어르신들이 스마트폰을 잘 다룰 수 있도록 돕는 학습 애플리케이션,0,3,4,3,10,"어르신 스마트폰 학습앱, 기존 서비스 존재"
11658,TECH,AI를 활용해 고수익 숏폼 콘텐츠를 제작하고 수익화하는 디지털 콘텐츠 사업,0,2,3,3,8,"AI 숏폼 수익화, 레드오션"
11619,TECH,"말하면 끝, AI가 알아서 정리 — 돌봄 기록을 데이터로 바꾸는 앱 '바다(VibeDiary)'",1,6,6,5,17,"돌봄기록 AI 음성앱, 명확 pain"
10500,TECH,"은 나노 코팅과 수용성 수지의 미세 용출을 활용해, 추가 첨가 공정 없이 압도적 항균력을 내는 차세대 펠릿형 항균 플라스틱",0,8,6,6,20,"은나노 항균 펠릿 플라스틱, 기술 해자"
11642,TECH,산불 진화용 예취기에 탈부착하는 햄머식 쇄토기 개발,2,6,5,4,15,"산불진화 쇄토기, 니치 B2B 장비"
11624,TECH,중고차 딜러용 경매 입찰 분석 AI 자동화 플랫폼,0,6,6,5,17,"중고차 경매 입찰 AI, B2B 명확"
11611,TECH,"“소상공인이 직접 발행하는 실시간 맞춤 쿠폰을 소비자가 SNS 공유·추천으로 즐기는 참여형 상권 활성화 플랫폼”  즉, 사장에게는 광고비 절감·고객 확보 수단, 소비자에게는 즉시",1,4,4,4,12,"소상공인 쿠폰 참여플랫폼, 레드오션"
3459,TECH,"아이들이 동화 속에서 직접 말하고 움직이며 노는 동안, 선생님의 발달 기록이 자동으로 채워지고, 작가의 수익도 생기는 플랫폼 'StoryGrow'",0,7,6,6,19,"동화 인터랙션+발달기록 플랫폼, 독창성"
11519,TECH,"취향 히스토리를 만들기만 하면 주변에 있는 비슷한 취향의 사람과 매칭! 즉석 모임부터 토론, 연애까지!! 혹은 밴드멤버나 영화만들기 까지!",0,4,4,5,13,"취향 매칭 커뮤니티, 차별성 약함"
11589,TECH,누구나 쉽게 스크래치로 코딩하는 주식 퀀트 투자,0,5,5,5,15,"스크래치 퀀트투자, 교육 니치"
11594,TECH,게임으로 쉽고 재미있게 배우는 기타,0,4,4,5,13,"게임형 기타학습, 기존 앱 존재"
11580,TECH,"존엄한 마무리를 위한 데이터 기반 의사결정 지원  웰다잉 통합 플랫폼, 성우웰라이프",0,6,5,4,15,"웰다잉 데이터 플랫폼, 사회적 니치"
6101,TECH,운동 중 근육 피로도를 실시간으로 측정해 오버트레이닝을 막아주는 스마트 EMG 웨어러블 밴드,0,7,6,6,19,"EMG 웨어러블 오버트레이닝 방지, 기술차별"
11571,TECH,한국 카페 자산을 활용해 해외 시장에 진출하는 저비용 글로벌 창업 플랫폼,0,4,4,5,13,"한국카페 글로벌 창업 플랫폼, 실행난이도"
1176,TECH,고온 공정 RTD 음료의 풍미 손실 문제를 해결하는 저온 블렌딩 기반 클린라벨 과일티 개발,0,6,5,5,16,"저온블렌딩 클린라벨 과일티, 기술차별"
11537,TECH,화장품 광고·표시 문구의 법적 적합성을 검토하는 서비스,0,6,6,5,17,"화장품 광고 법적검토, 명확 B2B pain"
11549,TECH,"Custom AI 에이전트 개발로 버스킹·컬쳐쇼크 플랫폼의 운영 자동화, 콘텐츠 생산, 매칭 최적화 등 검증된 비즈니스 솔루션 제안",0,4,4,4,12,"버스킹플랫폼 AI자동화, 구체성 약함"
11564,TECH,모듈형 그리퍼 탑재 모바일 피킹 솔루션: 협동로봇이 달린 AMR이 창고 선반 사이를 이동하며 다양한 크기의 제품을 직접 집어 옮기는 완전 무인 GTP 시스템,0,7,6,6,19,"모듈형 AMR 피킹 시스템, 기술장벽 높음"
10760,TECH,나만의 코딩 월드(부제: 코딩 시각화 교육 프로그램),0,3,4,4,11,"코딩 시각화 교육, 에듀테크 경쟁"
11548,TECH,반려묘들의 신세계 아이템,0,2,3,2,7,"반려묘 아이템, 구체성 전무"
11562,TECH,버려지는 제품을 다시 살려서 돈을 벌자.,1,2,3,2,7,"제품 리셀링, 차별점 없음"
8317,TECH,"인프라 장애 대응, 이제 물어보기만 하세요 찾아가서 도와줍니다.",0,6,6,5,17,"인프라 장애 대응 서비스, B2B pain"
11516,TECH,하늘을 나는 로봇청소기,0,5,4,4,13,"비행 로봇청소기, 기술 난이도 의문"
11542,TECH,식품향료 개발 / 생산,0,5,5,4,14,"식품향료 개발, 기존 산업"
11460,TECH,"야간뇨로 잠 못 자는 중 · 장년 여성을 위한, 건강기능식품 - 잘자 요(尿)",1,4,5,4,13,"야간뇨 건기식, 타겟 명확 레드오션"
11501,TECH,소상공인 손익계산기->모든 소상공인에게 무료!,1,3,3,3,9,"무료 손익계산기, 수익모델 부재"
11529,TECH,AI와 노코드 기술로 인디 게임사도 대형 스튜디오 수준의 게임 운영(LiveOps)을 할 수 있게 돕는 자동화 SaaS 플랫폼,0,7,6,7,20,"인디게임 LiveOps 자동화 SaaS, 시장 명확"
11312,TECH,OASYS - AWG 기반 자급형 농업 시스템으로 사막을 녹지화하고 식량 문제를 해결하는 두 마리 토끼 잡기!,1,7,5,6,18,"AWG 자급형 사막농업, 스케일 가능"
11530,TECH,몽(夢) 시장 (당신의 꿈을 사고 파는 시장),0,2,2,2,6,"꿈 거래 시장, 비현실적"
11515,TECH,"""찾아가는 방문형 재활 운동 케어 플랫폼""",0,4,5,4,13,"방문형 재활 케어, 서비스업 확장 한계"
11429,TECH,고령 부모 돌봄에서 시작해 가족 일정·안부·알림을 전화와 문자로 연결하는 AI 통화 비서 서비스,1,6,6,5,17,"고령돌봄 AI 통화비서, 명확 pain"
10916,TECH,호텔·리조트 전문 실시간 인력 매칭 및 통합 관리 플랫폼: 워크매치(가칭),0,5,6,5,16,"호텔 인력 매칭 플랫폼, 명확 B2B"
11514,TECH,글로벌 대학 입학 오디션 K-EDU,0,3,4,4,11,"글로벌 K-EDU 오디션, 구체성 부족"
11497,TECH,"AI 기술로 파편화된 온라인 논쟁을 구조화하여 합리적인 대화와 정밀한 여론 분석을 돕는 지능형 토론 플랫폼, '이음'",0,6,5,6,17,"온라인 논쟁 구조화 AI 플랫폼, 차별 있음"
11503,TECH,"임업기계화, 임업 기계화는  현제 내외국에 존재하는 임업장비를  한국 임업 사업 환경에 적용할 수 있게 응용및 시험으로 인력 소비를 줄이도록 연구 및 저교용합니다.",0,4,4,3,11,"임업 기계화 응용, 구체성 약함"
11499,TECH,바닐라 원물의 디지털 규격화와 AI 비전 기술을 활용한 고품질 변동 제조 공정 자동화 솔루션,0,7,6,5,18,"바닐라 AI비전 공정 자동화, 기술 우수"
11348,TECH,"상위 10% 보험설계사를 위한 AI 개인비서 ""AIDE""",1,6,7,6,19,"보험설계사 AI 비서, 명확 B2B WTP"
11420,TECH,회전하는 스마트 양변기,0,3,3,3,9,"회전 스마트 양변기, 수요 모호"
11488,TECH,"데이터 기반의 개인별 스타일 기준 설계 서비스, 'POSTAL'",0,4,4,4,12,"개인별 스타일 기준 설계, 버즈워드"
11458,TECH,한국 콘텐츠가 세계 뉴스 생태계로 유통되는 ‘글로벌 K-콘텐츠 유통 인프라 플랫폼(KCNN)’ 구축,1,5,5,6,16,"K-콘텐츠 뉴스 유통, 규모 어려움"
1780,TECH,듀얼핏 바디로션 어플리케이터,0,4,4,3,11,"듀얼핏 바디로션 어플리케이터, 소비재 니치"
11448,TECH,레이크-플레이트 영농형 태양광 지지대 기반 으로 다중 융합(빛+초음파+친환경트랩+진동)을 사용하여 무농약 해충 방제 완벽 실현 시스템임,1,7,6,5,18,"영농형 태양광+다중방제 시스템, 기술복합"
11473,TECH,"어두운 골목 , 조명 설치가 어려운 지역 및 민원다수지역 조명드론 호출하여 귀갓길까지 빛을 밝혀주는 서비스",0,5,4,4,13,"조명드론 귀갓길, 운영 난이도"
5286,TECH,스마트폰으로 30초 호흡을 측정해 마음 안정도를 분석하고 맞춤 피드백을 제공하는 AI 멘탈케어 앱,0,5,5,5,15,"호흡측정 멘탈케어 앱, 경쟁 다수"
11464,TECH,예산을 입력하면 내가 살 수 있는 지역과 주택을 한눈에 보여주는 맞춤형 부동산 플랫폼,0,4,5,4,13,"예산기반 주택 플랫폼, 유사 서비스"
11444,TECH,내 앞에 있는 그쪽이 마음에 들어요!,1,2,2,2,6,"즉석 호감 표현, 구체성 없음"
11456,TECH,소상공인 폐업을 줄일수 있는 AI보조 경영 지원 프로그램,2,5,6,5,16,"소상공인 AI 경영지원, 레드오션"
11454,TECH,"""1인 자영업자의 24시간 무인 응대를 AI가 대신하는 매장 자동화 솔루션, OnFons""",0,6,6,6,18,"1인 자영업 AI 무인응대, 명확 B2B"
11327,TECH,「평온:하루」 광양 골목형 치유관광 상품화 사업–  행동유도형(UX ) 온 더 페이퍼 포맷 남도미식 체험 실증모델 구축 –,0,3,4,3,10,"광양 골목 치유관광, 지역 서비스"
11455,TECH,시니어 대상 '뇌 건강&디지털 리터러시' 교육 센터,0,4,5,4,13,"시니어 디지털 리터러시 센터, 서비스업"
11104,TECH,중대재해에 대응하기 위해 고위험 작업의 이행 증빙 보고서를 컴퓨터 비전과 LLM 기반으로 생성하는 AI 솔루션 '대한 안전 AI',0,7,7,6,20,"중대재해 비전LLM 안전보고서, 명확 규제 B2B"
11425,TECH,"""지원이 부모를 찾아가는 나라"" 출산·육아 원스톱 자동 지원 플랫폼",0,5,5,4,14,"출산육아 원스톱 플랫폼, 수익모델 약함"
